Linux 6.8.0-137-generic (zoo-002) 	08/28/26 	_x86_64_	(128 CPU)

12:55:33      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:34        0      3645    0.00    0.92    0.00    0.00    0.92    93  NetworkManager
12:55:34        0      3992    0.00    0.92    0.00    0.00    0.92    92  janus
12:55:34      148      4266    0.00    0.92    0.00    0.00    0.92   121  mysqld
12:55:34     1017    835641    0.92    0.92    0.00    0.00    1.83    21  claude
12:55:34        0   1268452    0.00    0.92    0.00    0.00    0.92    58  snapd
12:55:34        0   1384179    1.83    9.17    0.00    0.00   11.01     0  daemon.start
12:55:34        0   1384209    1.83    4.59    0.00    0.00    6.42    25  pidstat
12:55:34        0   1384352    0.00    0.92    0.00    0.00    0.92    99  lxcfs
12:55:34        0   2920460    0.92    0.92    0.00    0.00    1.83    42  systemd-journal
12:55:34        0   2920724    0.00    0.92    0.00    0.00    0.92    33  systemd-udevd

12:55:34      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:35        0        17    0.00    1.00    0.00    0.00    1.00    46  rcu_preempt
12:55:35     1017    835641    1.00    1.00    0.00    0.00    2.00    21  claude
12:55:35        0   1359682    1.00    0.00    0.00    0.00    1.00    74  kworker/74:1-events
12:55:35        0   1384179    1.00    0.00    0.00    0.00    1.00   108  daemon.start
12:55:35        0   1384209    2.00    6.00    0.00    0.00    8.00    25  pidstat
12:55:35        0   1384361    2.00    2.00    0.00    0.00    4.00     1  lxd
12:55:35        0   1384362    5.00    4.00    0.00    0.00    9.00    49  lxd

12:55:35      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:36        0       811    0.00    1.00    0.00    0.00    1.00    78  ksmd
12:55:36        0      3645    1.00    0.00    0.00    0.00    1.00    93  NetworkManager
12:55:36        0      3992    0.00    1.00    0.00    0.00    1.00    92  janus
12:55:36      148      4266    0.00    1.00    0.00    0.00    1.00   121  mysqld
12:55:36        0     44109    1.00    0.00    0.00    0.00    1.00   113  fwupd
12:55:36     1017    835641    1.00    0.00    0.00    0.00    1.00    21  claude
12:55:36        0   1345890    0.00    1.00    0.00    0.00    1.00   112  kworker/112:1-mm_percpu_wq
12:55:36        0   1384209    1.00    5.00    0.00    0.00    6.00    25  pidstat
12:55:36        0   1384361   74.00   11.00    0.00    0.00   85.00     1  lxd
12:55:36     1017   3704154    0.00    1.00    0.00    0.00    1.00    70  apas

12:55:36      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:37        0        17    0.00    1.00    0.00    0.00    1.00    47  rcu_preempt
12:55:37        0      3645    0.00    1.00    0.00    0.00    1.00    93  NetworkManager
12:55:37        0      4958    1.00    0.00    0.00    0.00    1.00    62  dockerd
12:55:37     1017    835641    2.00    0.00    0.00    0.00    2.00     4  claude
12:55:37        0   1384209    2.00    6.00    0.00    0.00    8.00    25  pidstat
12:55:37        0   1384361   21.00    2.00    0.00    0.00   23.00     1  lxd
12:55:37      101   2921241    0.00    1.00    0.00    0.00    1.00    49  systemd-resolve
12:55:37     1017   3704154    1.00    0.00    0.00    0.00    1.00    70  apas

12:55:37      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:38        0      3992    0.00    1.00    0.00    0.00    1.00    92  janus
12:55:38     1017    833263    0.00    1.00    0.00    0.00    1.00    27  code-110a328ea5
12:55:38     1017    835641    1.00    1.00    0.00    0.00    2.00     4  claude
12:55:38        0   1384209    2.00    5.00    0.00    0.00    7.00    25  pidstat

12:55:38      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
