Linux 6.8.0-137-generic (zoo-002) 	08/28/26 	_x86_64_	(128 CPU)

12:57:44      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:57:49        0        17    0.00    0.20    0.00    0.00    0.20    72  rcu_preempt
12:57:49        0       527    0.00    0.20    0.00    0.00    0.20    85  migration/85
12:57:49      103      3427    0.20    0.00    0.00    0.00    0.20   105  dbus-daemon
12:57:49        0      3645    0.20    0.39    0.00    0.00    0.59    83  NetworkManager
12:57:49      141      3920    0.20    0.00    0.00    0.00    0.20    79  redis-server
12:57:49        0      3925    0.00    0.20    0.00    0.00    0.20    52  containerd
12:57:49        0      3992    0.20    0.39    0.00    0.00    0.59    92  janus
12:57:49      148      4266    0.20    0.39    0.00    0.00    0.59   121  mysqld
12:57:49     1017    833731    0.00    0.20    0.00    0.00    0.20   104  MainThread
12:57:49     1017    833754    0.00    0.20    0.00    0.00    0.20    25  MainThread
12:57:49     1017    834532    0.59    0.20    0.00    0.00    0.78    65  codex
12:57:49     1017    835641    0.98    0.39    0.00    0.00    1.37    73  claude
12:57:49     1017    845703    2.55    3.33    0.00    0.00    5.88    94  MainThread
12:57:49        0   1053563    0.00    0.20    0.00    0.00    0.20    51  kworker/u269:4-flush-8:0
12:57:49        0   1270563    0.00    0.20    0.00    0.00    0.20    73  kworker/73:1-mm_percpu_wq
12:57:49        0   1299277    0.00    0.20    0.00    0.00    0.20    78  kworker/78:2-mm_percpu_wq
12:57:49        0   1344938    0.00    0.20    0.00    0.00    0.20    17  kworker/u256:0-ext4-rsv-conversion
12:57:49        0   1385516    0.20    0.00    0.00    0.00    0.20     7  lxd
12:57:49        0   1385678    0.39    0.98    0.00    0.00    1.37    22  pidstat
12:57:49        0   1385681 1572.35    0.59    0.00    0.00 1572.94     2  sto_masstree_cp
12:57:49     1017   3704361    0.00    0.20    0.00    0.00    0.20    31  claude

12:57:49      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:57:54        0         1    0.00    0.20    0.00    0.00    0.20    40  systemd
12:57:54        0      3448    0.00    0.60    0.00    0.00    0.60   112  irqbalance
12:57:54        0      3528    0.00    0.20    0.00    0.00    0.20   107  systemd-machine
12:57:54        0      3645    0.00    0.20    0.00    0.00    0.20    83  NetworkManager
12:57:54        0      3992    0.40    0.00    0.00    0.00    0.40    92  janus
12:57:54      148      4266    0.20    0.20    0.00    0.00    0.40   121  mysqld
12:57:54     1017    346870    0.20    0.00    0.00    0.00    0.20    45  code-1b6a188127
12:57:54     1017    833263    0.20    0.20    0.00    0.00    0.40    56  code-110a328ea5
12:57:54     1017    833731    3.20    3.20    0.00    0.00    6.40    89  MainThread
12:57:54     1017    835641    0.80    0.40    0.00    0.00    1.20    73  claude
12:57:54     1017    845703    0.80    1.80    0.00    0.00    2.60    40  MainThread
12:57:54        0   1053563    0.00    0.20    0.00    0.00    0.20    51  kworker/u269:4-flush-8:0
12:57:54        0   1298809    0.00    0.20    0.00    0.00    0.20     7  kworker/7:0-events
12:57:54        0   1330211    0.00    0.20    0.00    0.00    0.20    77  kworker/u260:1-xprtiod
12:57:54        0   1359682    0.20    0.00    0.00    0.00    0.20    74  kworker/74:1-events
12:57:54        0   1370968    0.00    0.20    0.00    0.00    0.20    28  kworker/u264:3-events_unbound
12:57:54        0   1385678    0.20    1.20    0.00    0.00    1.40    22  pidstat
12:57:54        0   1385728 1213.60    0.80    0.00    0.00 1214.40    11  sto_masstree_co
12:57:54     3000   1750827    0.20    1.60    0.00    0.00    1.80    98  apas
12:57:54     1017   2134972    0.00    0.40    0.00    0.00    0.40    78  apas
12:57:54      146   2920998    0.20    0.00    0.00    0.00    0.20    31  systemd-oomd
12:57:54      101   2921241    0.20    0.00    0.00    0.00    0.20    91  systemd-resolve
12:57:54     1017   3704154    0.20    0.00    0.00    0.00    0.20    70  apas
12:57:54     1017   3704361    0.20    0.00    0.00    0.00    0.20    31  claude

12:57:54      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:57:59        0        17    0.00    0.20    0.00    0.00    0.20    72  rcu_preempt
12:57:59      126      3425    0.00    0.20    0.00    0.00    0.20    26  avahi-daemon
12:57:59        0      3645    0.20    0.40    0.00    0.00    0.60    93  NetworkManager
12:57:59        0      3992    0.20    0.40    0.00    0.00    0.60    92  janus
12:57:59      148      4266    0.20    0.40    0.00    0.00    0.60   121  mysqld
12:57:59     1017    833754    0.20    0.00    0.00    0.00    0.20    27  MainThread
12:57:59     1017    835641    1.20    0.40    0.00    0.00    1.60    20  claude
12:57:59     1017    845703    2.00    1.80    0.00    0.00    3.80    58  MainThread
12:57:59        0   1361166    0.00    0.20    0.00    0.00    0.20     0  kworker/0:1-mm_percpu_wq
12:57:59        0   1383786    0.00    0.20    0.00    0.00    0.20    67  kworker/u257:0-rpciod
12:57:59        0   1385678    0.40    1.00    0.00    0.00    1.40    22  pidstat
12:57:59        0   1385764   56.80    0.20    0.00    0.00   57.00     0  sto_masstree_co
12:57:59      146   2920998    0.00    0.20    0.00    0.00    0.20    31  systemd-oomd
12:57:59      101   2921241    0.00    0.20    0.00    0.00    0.20   104  systemd-resolve
12:57:59     1017   3704154    0.20    0.20    0.00    0.00    0.40    70  apas

12:57:59      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:04        0         1    0.20    0.00    0.00    0.00    0.20    41  systemd
12:58:04        0        17    0.00    0.20    0.00    0.00    0.20    63  rcu_preempt
12:58:04        0      3448    0.20    0.60    0.00    0.00    0.80   112  irqbalance
12:58:04        0      3645    0.20    0.20    0.00    0.00    0.40    93  NetworkManager
12:58:04      141      3920    0.00    0.20    0.00    0.00    0.20    79  redis-server
12:58:04        0      3925    0.40    0.00    0.00    0.00    0.40    52  containerd
12:58:04        0      3992    0.20    0.60    0.00    0.00    0.80    92  janus
12:58:04      148      4266    0.00    0.40    0.00    0.00    0.40   121  mysqld
12:58:04        0      5052    0.20    0.00    0.00    0.00    0.20   125  cron
12:58:04        0      5094    0.00    0.20    0.00    0.00    0.20    94  nmbd
12:58:04     1017    833429    0.20    0.00    0.00    0.00    0.20    26  MainThread
12:58:04     1017    833731    2.80    3.80    0.00    0.00    6.60     4  MainThread
12:58:04     1017    835641    1.00    0.60    0.00    0.00    1.60    20  claude
12:58:04     1017    845703    2.60    3.60    0.00    0.00    6.20    41  MainThread
12:58:04        0   1330210    0.00    0.20    0.00    0.00    0.20   124  kworker/u272:4-rpciod
12:58:04        0   1370980    0.00    0.20    0.00    0.00    0.20    35  kworker/u265:5-nfsiod
12:58:04        0   1385678    0.40    1.00    0.00    0.00    1.40    22  pidstat
12:58:04        0   1385680    0.00    0.20    0.00    0.00    0.20     9  python3
12:58:04        0   1385782   34.20    0.20    0.00    0.00   34.40     0  sto_masstree_cp
12:58:04     3000   1750827    0.20    1.40    0.00    0.00    1.60    98  apas
12:58:04     1017   2134972    0.20    0.40    0.00    0.00    0.60    78  apas
12:58:04        0   3245474    0.20    0.00    0.00    0.00    0.20    41  sssd_be
12:58:04        0   3245475    0.00    0.20    0.00    0.00    0.20    40  sssd_nss
12:58:04        0   3245476    0.20    1.20    0.00    0.00    1.40    40  sssd_pam
12:58:04     1017   3704154    0.20    0.00    0.00    0.00    0.20     4  apas

12:58:04      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:09        0      3645    0.00    0.40    0.00    0.00    0.40    93  NetworkManager
12:58:09        0      3992    0.20    0.40    0.00    0.00    0.60    92  janus
12:58:09      148      4266    0.40    0.00    0.00    0.00    0.40   121  mysqld
12:58:09        0      5094    0.20    0.00    0.00    0.00    0.20    94  nmbd
12:58:09     1017    833263    0.00    0.20    0.00    0.00    0.20    56  code-110a328ea5
12:58:09     1017    833731    0.20    0.00    0.00    0.00    0.20     4  MainThread
12:58:09     1017    834532    0.40    0.00    0.00    0.00    0.40    65  codex
12:58:09     1017    835641    1.40    0.40    0.00    0.00    1.80    20  claude
12:58:09        0   1053563    0.00    0.20    0.00    0.00    0.20    51  kworker/u269:4-flush-8:0
12:58:09        0   1283491    0.00    0.20    0.00    0.00    0.20    34  kworker/u265:2-rpciod
12:58:09        0   1385517    0.20    0.00    0.00    0.00    0.20    47  lxd
12:58:09        0   1385678    0.60    1.00    0.00    0.00    1.60    22  pidstat
12:58:09        0   1385802   13.60    0.00    0.00    0.00   13.60     0  sto_masstree_cp
12:58:09      146   2920998    0.20    0.00    0.00    0.00    0.20    31  systemd-oomd
12:58:09     1017   3704154    0.00    0.20    0.00    0.00    0.20     4  apas
12:58:09     1017   3704361    0.20    0.00    0.00    0.00    0.20    31  claude

12:58:09      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:14        0        17    0.00    0.20    0.00    0.00    0.20    63  rcu_preempt
12:58:14        0       563    0.00    0.20    0.00    0.00    0.20    91  migration/91
12:58:14        0       599    0.00    0.20    0.00    0.00    0.20    97  migration/97
12:58:14        0      3448    0.00    0.60    0.00    0.00    0.60   112  irqbalance
12:58:14        0      3645    0.20    0.40    0.00    0.00    0.60    93  NetworkManager
12:58:14      141      3920    0.20    0.00    0.00    0.00    0.20    79  redis-server
12:58:14        0      3992    0.20    0.60    0.00    0.00    0.80    92  janus
12:58:14      148      4266    0.20    0.40    0.00    0.00    0.60   121  mysqld
12:58:14     1017    833235    0.00    0.20    0.00    0.00    0.20    58  sshd
12:58:14     1017    833263    0.00    0.20    0.00    0.00    0.20    56  code-110a328ea5
12:58:14     1017    833429    0.00    0.20    0.00    0.00    0.20    26  MainThread
12:58:14     1017    833731    2.60    3.80    0.00    0.00    6.40    27  MainThread
12:58:14     1017    835641    1.20    0.40    0.00    0.00    1.60    16  claude
12:58:14     1017    845703    3.00    3.20    0.00    0.00    6.20    42  MainThread
12:58:14        0   1190835    0.00    0.20    0.00    0.00    0.20   108  kworker/u268:2-rpciod
12:58:14        0   1385517    0.00    0.20    0.00    0.00    0.20    47  lxd
12:58:14        0   1385678    0.40    1.20    0.00    0.00    1.60    22  pidstat
12:58:14        0   1385802  100.00    0.00    0.00    0.00  100.00     0  sto_masstree_cp
12:58:14     3000   1750827    0.20    1.40    0.00    0.00    1.60    98  apas
12:58:14     1017   2134972    0.00    0.40    0.00    0.00    0.40    78  apas
12:58:14     1017   3704154    0.20    0.00    0.00    0.00    0.20     4  apas

12:58:14      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:19        0      3645    0.20    0.20    0.00    0.00    0.40    93  NetworkManager
12:58:19      141      3920    0.00    0.20    0.00    0.00    0.20    78  redis-server
12:58:19        0      3923    0.00    0.20    0.00    0.00    0.20    71  supervisord
12:58:19        0      3992    0.00    0.60    0.00    0.00    0.60    92  janus
12:58:19      148      4266    0.20    0.20    0.00    0.00    0.40   121  mysqld
12:58:19     1017    834532    0.00    0.20    0.00    0.00    0.20    65  codex
12:58:19     1017    835641    1.20    0.60    0.00    0.00    1.80    16  claude
12:58:19        0   1335459    0.00    0.20    0.00    0.00    0.20    40  kworker/40:0-events
12:58:19        0   1361166    0.00    0.20    0.00    0.20    0.20     0  kworker/0:1-mm_percpu_wq
12:58:19        0   1385678    0.40    1.00    0.00    0.00    1.40    22  pidstat
12:58:19        0   1385823   93.00    0.00    0.00    0.00   93.00     0  sto_masstree_co
12:58:19     1017   3704154    0.20    0.00    0.00    0.00    0.20     4  apas

12:58:19      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:24        0        17    0.00    0.20    0.00    0.00    0.20    63  rcu_preempt
12:58:24        0      3448    0.00    0.60    0.00    0.00    0.60   112  irqbalance
12:58:24        0      3645    0.20    0.40    0.00    0.00    0.60    93  NetworkManager
12:58:24        0      3992    0.20    0.40    0.00    0.00    0.60    92  janus
12:58:24      148      4266    0.00    0.40    0.00    0.00    0.40   121  mysqld
12:58:24        0      5094    0.00    0.20    0.00    0.00    0.20    94  nmbd
12:58:24     1017    833731    2.80    3.80    0.00    0.00    6.60    56  MainThread
12:58:24     1017    833754    0.20    0.00    0.00    0.00    0.20    27  MainThread
12:58:24     1017    835641    1.20    0.40    0.00    0.00    1.60    16  claude
12:58:24     1017    845703    2.60    3.60    0.00    0.00    6.20    73  MainThread
12:58:24        0   1370968    0.00    0.20    0.00    0.00    0.20    30  kworker/u264:3-events_unbound
12:58:24        0   1385678    0.40    1.00    0.00    0.00    1.40    22  pidstat
12:58:24        0   1385832  138.20    0.40    0.00    0.00  138.60     0  sto_masstree_co
12:58:24     3000   1750827    0.40    1.20    0.00    0.00    1.60    98  apas
12:58:24     1017   2134972    0.00    0.60    0.00    0.00    0.60    78  apas
12:58:24     1017   3704154    0.40    0.00    0.00    0.00    0.40    70  apas
12:58:24     1017   3704361    0.20    0.00    0.00    0.00    0.20    31  claude

12:58:24      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:29        0         1    0.00    0.20    0.00    0.00    0.20    28  systemd
12:58:29        0        89    0.00    0.20    0.00    0.00    0.20    12  migration/12
12:58:29        0       812    0.00    0.20    0.00    0.00    0.20    77  khugepaged
12:58:29      102      3547    0.00    0.20    0.00    0.00    0.20    96  rsyslogd
12:58:29        0      3645    0.20    0.40    0.00    0.00    0.60    93  NetworkManager
12:58:29        0      3992    0.20    0.60    0.00    0.00    0.80    92  janus
12:58:29      148      4266    0.40    0.40    0.00    0.00    0.80   121  mysqld
12:58:29     1017    833263    0.00    0.20    0.00    0.00    0.20    56  code-110a328ea5
12:58:29     1017    833429    0.20    0.00    0.00    0.00    0.20    26  MainThread
12:58:29     1017    835641    1.20    0.20    0.00    0.00    1.40    16  claude
12:58:29     1017    845703    0.00    0.20    0.00    0.00    0.20    73  MainThread
12:58:29        0   1358885    0.00    0.20    0.00    0.00    0.20   119  kworker/119:2-events
12:58:29        0   1376406    0.00    0.20    0.00    0.00    0.20    15  kworker/u260:5-nfsiod
12:58:29        0   1376547    0.00    0.20    0.00    0.00    0.20   118  kworker/u270:3-rpciod
12:58:29        0   1380214    0.00    0.20    0.00    0.00    0.20    41  kworker/41:2-events
12:58:29        0   1384096    0.00    0.20    0.00    0.00    0.20    16  kworker/u256:2-ixgbe
12:58:29        0   1385516    0.00    0.20    0.00    0.00    0.20     7  lxd
12:58:29        0   1385678    0.40    1.00    0.00    0.00    1.40    22  pidstat
12:58:29        0   1385855   94.80    0.20    0.00    0.00   95.00     1  sto_masstree_cp
12:58:29     1017   2132737    0.00    0.20    0.00    0.00    0.20    69  tmux: server
12:58:29        0   2920460    0.00    0.20    0.00    0.00    0.20    94  systemd-journal
12:58:29      146   2920998    0.00    0.20    0.00    0.00    0.20    31  systemd-oomd
12:58:29     1017   3704154    0.00    0.20    0.00    0.00    0.20    70  apas

12:58:29      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:34        0        17    0.00    0.20    0.00    0.00    0.20    63  rcu_preempt
12:58:34        0      3448    0.20    0.60    0.00    0.00    0.80   112  irqbalance
12:58:34        0      3528    0.20    0.00    0.00    0.00    0.20    43  systemd-machine
12:58:34        0      3645    0.20    0.20    0.00    0.00    0.40    93  NetworkManager
12:58:34      141      3920    0.20    0.00    0.00    0.00    0.20    78  redis-server
12:58:34        0      3992    0.00    0.60    0.00    0.00    0.60    92  janus
12:58:34      148      4266    0.20    0.20    0.00    0.00    0.40   121  mysqld
12:58:34        0      4958    0.40    0.20    0.00    0.00    0.60    62  dockerd
12:58:34     1017    833731    2.60    3.60    0.00    0.00    6.20    56  MainThread
12:58:34     1017    833754    0.00    0.20    0.00    0.00    0.20    25  MainThread
12:58:34     1017    835641    1.00    0.20    0.00    0.00    1.20    16  claude
12:58:34     1017    845703    2.60    3.40    0.00    0.00    6.00   104  MainThread
12:58:34        0   1287667    0.00    0.20    0.00    0.00    0.20   124  kworker/u272:2-nfsiod
12:58:34        0   1330210    0.00    0.20    0.00    0.00    0.20   126  kworker/u272:4-xprtiod
12:58:34        0   1385518    0.00    0.20    0.00    0.00    0.20    83  daemon.start
12:58:34        0   1385678    0.40    1.00    0.00    0.00    1.40    22  pidstat
12:58:34        0   1385877  105.80    0.20    0.00    0.00  106.00     2  sto_masstree_cp
12:58:34     3000   1750827    0.00    1.60    0.00    0.00    1.60    98  apas
12:58:34     1017   2132737    0.20    0.00    0.00    0.00    0.20    69  tmux: server
12:58:34     1017   2134972    0.00    0.40    0.00    0.00    0.40    78  apas
12:58:34     1017   3704154    0.20    0.20    0.00    0.00    0.40    70  apas
12:58:34     1017   3704361    0.20    0.20    0.00    0.00    0.40    31  claude

12:58:34      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:39        0        17    0.00    0.20    0.00    0.00    0.20    63  rcu_preempt
12:58:39        0      3645    0.00    0.20    0.00    0.00    0.20    93  NetworkManager
12:58:39      141      3920    0.00    0.20    0.00    0.00    0.20    78  redis-server
12:58:39        0      3992    0.20    0.60    0.00    0.00    0.80    92  janus
12:58:39      148      4266    0.20    0.20    0.00    0.00    0.40   121  mysqld
12:58:39      151    792458    0.00    0.20    0.00    0.00    0.20    95  cups-browsed
12:58:39     1017    833731    0.20    0.00    0.00    0.00    0.20    56  MainThread
12:58:39     1017    835641    1.20    0.40    0.00    0.00    1.60    16  claude
12:58:39        0   1385516    0.20    0.00    0.00    0.00    0.20     7  lxd
12:58:39        0   1385677    0.00    0.20    0.00    0.00    0.20    64  vmstat
12:58:39        0   1385678    0.40    1.20    0.00    0.00    1.60    22  pidstat
12:58:39        0   1385889   17.60    0.20    0.00    0.00   17.80     1  sto_masstree_co
12:58:39      146   2920998    0.20    0.00    0.00    0.00    0.20    31  systemd-oomd
12:58:39     1017   3704154    0.40    0.00    0.00    0.00    0.40    70  apas

12:58:39      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:44        0         1    0.20    0.00    0.00    0.00    0.20    22  systemd
12:58:44        0        17    0.00    0.20    0.00    0.00    0.20    63  rcu_preempt
12:58:44      103      3427    0.20    0.00    0.00    0.00    0.20    70  dbus-daemon
12:58:44        0      3448    0.00    0.60    0.00    0.00    0.60   112  irqbalance
12:58:44        0      3528    0.00    0.20    0.00    0.00    0.20     4  systemd-machine
12:58:44        0      3645    0.20    0.40    0.00    0.00    0.60    93  NetworkManager
12:58:44        0      3925    0.20    0.00    0.00    0.00    0.20    52  containerd
12:58:44        0      3992    0.00    0.60    0.00    0.00    0.60    92  janus
12:58:44      148      4266    0.20    0.20    0.00    0.00    0.40   121  mysqld
12:58:44        0      5094    0.00    0.20    0.00    0.00    0.20    94  nmbd
12:58:44        0     44109    0.00    0.20    0.00    0.00    0.20   106  fwupd
12:58:44     1017    833263    0.00    0.20    0.00    0.00    0.20    56  code-110a328ea5
12:58:44     1017    833731    2.60    3.80    0.00    0.00    6.40   103  MainThread
12:58:44     1017    835641    1.00    0.40    0.00    0.00    1.40    16  claude
12:58:44     1017    845703    2.80    3.60    0.00    0.00    6.40    89  MainThread
12:58:44        0    869635    0.00    0.20    0.00    0.00    0.20    47  kworker/47:1-events
12:58:44        0   1268452    0.60    0.20    0.00    0.00    0.80    58  snapd
12:58:44        0   1330211    0.00    0.20    0.00    0.00    0.20    77  kworker/u260:1-rpciod
12:58:44        0   1361166    0.00    0.20    0.00    0.20    0.20     0  kworker/0:1-events
12:58:44        0   1370980    0.00    0.20    0.00    0.00    0.20    35  kworker/u265:5-nfsiod
12:58:44        0   1385678    0.20    1.20    0.00    0.00    1.40    22  pidstat
12:58:44        0   1385889  399.80    0.00    0.00    0.00  399.80     0  sto_masstree_co
12:58:44        0   1385912    2.80    3.40    0.00    0.00    6.20   121  daemon.start
12:58:44        0   1386085    0.00    0.20    0.00    0.00    0.20    42  lxcfs
12:58:44     3000   1750827    0.20    1.40    0.00    0.00    1.60    98  apas
12:58:44     1017   2134972    0.00    0.40    0.00    0.00    0.40    78  apas
12:58:44        0   2920460    0.20    0.00    0.00    0.00    0.20    53  systemd-journal
12:58:44     1017   3704154    0.20    0.00    0.00    0.00    0.20    70  apas

12:58:44      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:49        0        17    0.00    0.40    0.00    0.00    0.40   122  rcu_preempt
12:58:49        0       150    0.00    0.20    0.00    0.00    0.20    22  ksoftirqd/22
12:58:49        0      3645    0.20    0.20    0.00    0.00    0.40    94  NetworkManager
12:58:49        0      3992    0.20    0.40    0.00    0.00    0.60    92  janus
12:58:49      148      4266    0.20    0.40    0.00    0.00    0.60   121  mysqld
12:58:49     1017    833509    0.00    0.20    0.00    0.00    0.20   125  MainThread
12:58:49     1017    833754    0.20    0.00    0.00    0.00    0.20    25  MainThread
12:58:49     1017    835641    1.40    0.40    0.00    0.00    1.80     4  claude
12:58:49     1017    846155    0.60    0.20    0.00    0.00    0.80    86  codex
12:58:49        0   1268452    0.00    0.20    0.00    0.00    0.20    58  snapd
12:58:49        0   1370968    0.00    0.20    0.00    0.00    0.20    30  kworker/u264:3-events_unbound
12:58:49        0   1385678    0.40    1.00    0.00    0.00    1.40    22  pidstat
12:58:49        0   1385680    0.20    0.00    0.00    0.00    0.20     9  python3
12:58:49        0   1386111   19.40    3.20    0.00    0.00   22.60    22  lxd
12:58:49        0   1386112    0.80    1.20    0.00    0.00    2.00    25  lxd
12:58:49        0   1386213   83.00    0.20    0.00    0.00   83.20     0  sto_masstree_co
12:58:49        0   2920460    0.00    0.20    0.00    0.00    0.20    68  systemd-journal
12:58:49        0   2920724    0.20    0.00    0.00    0.00    0.20    80  systemd-udevd
12:58:49      101   2921241    0.20    0.00    0.00    0.00    0.20    75  systemd-resolve
12:58:49     1017   3704154    0.00    0.20    0.00    0.00    0.20    70  apas
12:58:49     1017   3704361    0.20    0.00    0.00    0.00    0.20    31  claude

12:58:49      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:54        0         1    0.00    0.20    0.00    0.00    0.20   103  systemd
12:58:54        0      3448    0.20    0.60    0.00    0.00    0.80   112  irqbalance
12:58:54        0      3645    0.20    0.40    0.00    0.00    0.60    94  NetworkManager
12:58:54      141      3920    0.20    0.20    0.00    0.00    0.40    79  redis-server
12:58:54        0      3992    0.20    0.60    0.00    0.00    0.80    92  janus
12:58:54      148      4266    0.20    0.40    0.00    0.00    0.60   121  mysqld
12:58:54     1017    833731    2.80    3.80    0.00    0.00    6.60   115  MainThread
12:58:54     1017    835641    1.20    0.40    0.00    0.00    1.60     4  claude
12:58:54     1017    845703    2.60    3.80    0.00    0.00    6.40   103  MainThread
12:58:54     1017    845716    0.00    0.20    0.00    0.00    0.20   124  MainThread
12:58:54        0   1053563    0.00    0.20    0.00    0.00    0.20    51  kworker/u269:4-events_power_efficient
12:58:54        0   1283491    0.00    0.20    0.00    0.00    0.20    34  kworker/u265:2-rpciod
12:58:54        0   1385678    0.40    1.00    0.00    0.00    1.40    22  pidstat
12:58:54        0   1386230   60.40    0.20    0.00    0.00   60.60     0  sto_masstree_cp
12:58:54     3000   1750827    0.20    1.40    0.00    0.00    1.60    98  apas
12:58:54     1017   2134972    0.20    0.40    0.00    0.00    0.60    78  apas
12:58:54      116   2920590    0.00    0.20    0.00    0.00    0.20   114  systemd-timesyn
12:58:54      146   2920998    0.00    0.20    0.00    0.00    0.20    27  systemd-oomd
12:58:54     1017   3704154    0.20    0.00    0.00    0.00    0.20    70  apas

12:58:54      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:58:59        0        17    0.00    0.20    0.00    0.00    0.20   122  rcu_preempt
12:58:59        0      3645    0.00    0.40    0.00    0.00    0.40    93  NetworkManager
12:58:59        0      3923    0.20    0.00    0.00    0.00    0.20    71  supervisord
12:58:59        0      3992    0.40    0.40    0.00    0.00    0.80    92  janus
12:58:59      148      4266    0.20    0.20    0.00    0.00    0.40   121  mysqld
12:58:59     1017    833263    0.20    0.00    0.00    0.00    0.20    56  code-110a328ea5
12:58:59     1017    833731    0.60    1.80    0.00    0.00    2.40    27  MainThread
12:58:59     1017    835641    1.20    0.40    0.00    0.00    1.60    69  claude
12:58:59        0   1384096    0.00    0.20    0.00    0.00    0.20    19  kworker/u256:2-poll_mpt3sas0_statu
12:58:59        0   1385678    0.40    1.20    0.00    0.00    1.60    22  pidstat
12:58:59        0   1386112    0.20    0.00    0.00    0.00    0.20    25  lxd
12:58:59        0   1386245  315.80    0.20    0.00    0.00  316.00     0  sto_masstree_cp
12:58:59     1017   2132737    0.20    0.00    0.00    0.00    0.20    69  tmux: server
12:58:59     1017   3704154    0.20    0.20    0.00    0.00    0.40    70  apas
12:58:59     1017   3704361    0.20    0.00    0.00    0.00    0.20    31  claude

12:58:59      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:59:04        0        17    0.00    0.20    0.00    0.00    0.20   122  rcu_preempt
12:59:04        0       449    0.00    0.20    0.00    0.00    0.20    72  migration/72
12:59:04        0       558    0.00    0.20    0.00    0.00    0.20    90  ksoftirqd/90
12:59:04        0      3448    0.00    0.60    0.00    0.00    0.60   112  irqbalance
12:59:04        0      3645    0.00    0.20    0.00    0.00    0.20    93  NetworkManager
12:59:04      141      3920    0.00    0.20    0.00    0.00    0.20    79  redis-server
12:59:04        0      3925    0.00    0.20    0.00    0.00    0.20    52  containerd
12:59:04        0      3992    0.00    0.60    0.00    0.00    0.60    92  janus
12:59:04      148      4266    0.00    0.40    0.00    0.00    0.40   121  mysqld
12:59:04        0      5094    0.00    0.20    0.00    0.00    0.20    94  nmbd
12:59:04     1017    833263    0.00    0.20    0.00    0.00    0.20    56  code-110a328ea5
12:59:04     1017    833731    2.20    1.80    0.00    0.00    4.00    56  MainThread
12:59:04     1017    835641    1.40    0.60    0.00    0.00    2.00    69  claude
12:59:04     1017    845703    2.80    3.40    0.00    0.00    6.20    24  MainThread
12:59:04     1017    846155    0.00    0.20    0.00    0.00    0.20    86  codex
12:59:04        0   1053563    0.00    0.20    0.00    0.00    0.20    51  kworker/u269:4-flush-8:0
12:59:04        0   1251019    0.00    0.20    0.00    0.20    0.20    17  kworker/17:2-mm_percpu_wq
12:59:04        0   1361166    0.00    0.20    0.00    0.00    0.20     0  kworker/0:1-events
12:59:04        0   1385678    0.40    1.00    0.00    0.00    1.40    22  pidstat
12:59:04        0   1386279  133.00    0.40    0.00    0.00  133.40     0  sto_masstree_co
12:59:04     3000   1750827    0.40    1.20    0.00    0.00    1.60    98  apas
12:59:04     1017   2134972    0.00    0.40    0.00    0.00    0.40    77  apas
12:59:04        0   3245476    0.00    1.00    0.00    0.00    1.00    26  sssd_pam
12:59:04     1017   3704154    0.20    0.00    0.00    0.00    0.20    70  apas

12:59:04      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:59:09        0      3645    0.20    0.20    0.00    0.00    0.40    93  NetworkManager
12:59:09        0      3838    0.00    0.20    0.00    0.00    0.20    47  accounts-daemon
12:59:09        0      3992    0.20    0.40    0.00    0.00    0.60    92  janus
12:59:09      148      4266    0.20    0.20    0.00    0.00    0.40   121  mysqld
12:59:09     1017    833731    2.60    3.60    0.00    0.00    6.20    56  MainThread
12:59:09     1017    835641    1.40    0.40    0.00    0.00    1.80    69  claude
12:59:09        0   1370980    0.00    0.20    0.00    0.00    0.20    35  kworker/u265:5-nfsiod
12:59:09        0   1385678    0.40    1.20    0.00    0.00    1.60    22  pidstat
12:59:09        0   1386279  799.80    0.20    0.00    0.00  800.00     0  sto_masstree_co
12:59:09      146   2920998    0.20    0.20    0.00    0.00    0.40    27  systemd-oomd

12:59:09      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:59:14        0         1    0.20    0.00    0.00    0.00    0.20   101  systemd
12:59:14        0        17    0.00    0.20    0.00    0.00    0.20   121  rcu_preempt
12:59:14        0       191    0.00    0.20    0.00    0.00    0.20    29  migration/29
